Opportunity_ID,Salesperson_Name,Region,Industry,Lead_Source,Deal_Stage,Plan_Type,Concurrent_Sessions,Managed_Devices,Deal_Size (£),ARR (£),Closed_Lost_Reason,Sales_Cycle_Days,Created_Date,Closed_Date
616,Salesperson_6,EU,Other,Inbound,Proposal Sent,Premium,3,3,110664.49,106912.57,,173,2025-09-07,
617,Salesperson_7,EU,Healthcare,Partner,Negotiation,Premium,1,150,99452.26,162262.32,Lack of Features,83,2025-09-08,2024-11-01 00:00:00
618,Salesperson_8,EU,Education,Event,Closed Won,Essentials,4,200,139882.94,219584.02,,65,2025-09-09,2024-01-24 00:00:00
619,Salesperson_9,EU,Other,Partner,Proposal Sent,Plus,4,3,54505.22,40054.47,No Decision,119,2025-09-10,
620,Salesperson_10,EU,Manufacturing,Inbound,Negotiation,Premium,5,150,118876.02,85002.43,Budget Constraints,74,2025-09-11,
621,Salesperson_1,EU,Education,Marketing,Proposal Sent,Essentials,1,200,54158.0,198100.29,,98,2025-09-12,
622,Salesperson_2,EU,Education,Inbound,Closed Won,Premium,4,50,57245.87,87071.52,,71,2025-09-13,2024-06-04 00:00:00
623,Salesperson_3,EU,Managed Service Providers,Marketing,Proposal Sent,Premium,4,150,129113.12,104993.7,,145,2025-09-14,2024-01-25 00:00:00
624,Salesperson_4,EU,Other,Inbound,Closed Lost,Enterprise,2,200,67480.71,164734.66,Chose Competitor,11,2025-09-15,
625,Salesperson_5,EU,Other,Inbound,Proposal Sent,Essentials,3,150,134148.59,120317.83,,177,2025-09-16,
626,Salesperson_6,EU,Healthcare,Outbound,Qualified,Essentials,5,3,117255.38,243507.79,,74,2025-09-17,2024-04-22 00:00:00
627,Salesperson_7,EU,Other,Inbound,Qualified,Essentials,5,50,61206.97,157369.51,,82,2025-09-18,
628,Salesperson_8,EU,Healthcare,Event,Negotiation,Plus,1,50,35278.99,44276.64,,51,2025-09-19,
629,Salesperson_9,EU,Other,Event,Proposal Sent,Essentials,1,3,93506.15,15929.59,,26,2025-09-20,
630,Salesperson_10,EU,Other,Event,Qualified,Plus,5,3,15874.75,232925.59,,25,2025-09-21,2024-06-13 00:00:00
631,Salesperson_1,North America,Energy & Utilities,Outbound,Proposal Sent,Essentials,4,3,27098.2,228408.8,,26,2025-09-22,
632,Salesperson_2,EU,Education,Outbound,Proposal Sent,Essentials,3,200,96029.5,11256.15,,136,2025-09-23,2024-07-09 00:00:00
633,Salesperson_3,EU,Other,Outbound,Negotiation,Essentials,5,150,77140.81,154214.35,,98,2025-09-24,2023-12-24 00:00:00
634,Salesperson_4,EU,Other,Inbound,Proposal Sent,Enterprise,3,200,121685.33,202968.38,,25,2025-09-25,
635,Salesperson_5,EU,Other,Partner,Qualified,Premium,1,150,25680.27,130145.05,Budget Constraints,168,2025-09-26,
636,Salesperson_6,EU,Other,Marketing,Closed Lost,Enterprise,5,50,131216.33,196314.07,,120,2025-09-27,
637,Salesperson_7,EU,Manufacturing,Inbound,Qualified,Enterprise,4,50,84334.73,129504.66,,30,2025-09-28,
638,Salesperson_8,EU,Education,Outbound,Closed Lost,Premium,5,150,145497.33,147464.19,,124,2025-09-29,2024-11-19 00:00:00
639,Salesperson_9,EU,Manufacturing,Partner,Qualified,Premium,2,200,118309.6,89292.92,,13,2025-09-30,
640,Salesperson_10,EU,Other,Outbound,Negotiation,Essentials,4,150,17639.31,57642.84,,32,2025-10-01,2024-04-05 00:00:00
641,Salesperson_1,North America,Healthcare,Event,Closed Lost,Enterprise,4,200,18646.53,208528.06,,91,2025-10-02,2024-11-20 00:00:00
642,Salesperson_2,EU,Other,Event,Closed Lost,Essentials,5,150,50489.21,12986.88,,160,2025-10-03,2024-10-14 00:00:00
643,Salesperson_3,EU,Education,Inbound,Negotiation,Premium,3,50,140438.12,182933.64,Lack of Features,102,2025-10-04,
644,Salesperson_4,EU,Education,Inbound,Closed Won,Enterprise,2,3,28413.51,98366.97,,165,2025-10-05,2024-02-16 00:00:00
645,Salesperson_5,North America,Other,Inbound,Closed Won,Premium,1,200,45617.01,249466.11,,26,2025-10-06,
646,Salesperson_6,EU,Other,Outbound,Proposal Sent,Enterprise,4,50,57682.6,24219.02,,155,2025-10-07,2023-12-30 00:00:00
647,Salesperson_7,North America,Energy & Utilities,Inbound,Negotiation,Enterprise,2,3,17938.24,23941.3,,77,2025-10-08,
648,Salesperson_8,EU,Healthcare,Marketing,Negotiation,Premium,1,150,30982.01,234201.88,,91,2025-10-09,
649,Salesperson_9,EU,Manufacturing,Outbound,Proposal Sent,Plus,1,200,116931.37,60022.35,Budget Constraints,125,2025-10-10,
650,Salesperson_10,EU,Manufacturing,Outbound,Closed Won,Plus,5,150,42401.89,128356.49,No Decision,101,2025-10-11,2024-01-29 00:00:00
651,Salesperson_1,EU,Energy & Utilities,Partner,Qualified,Enterprise,2,3,73622.84,145737.62,,132,2025-10-12,2023-12-19 00:00:00
652,Salesperson_2,EU,Healthcare,Event,Closed Lost,Premium,2,150,42123.81,139317.09,,104,2025-10-13,
653,Salesperson_3,North America,Healthcare,Inbound,Negotiation,Enterprise,1,150,132115.39,107429.63,,137,2025-10-14,
654,Salesperson_4,EU,Managed Service Providers,Partner,Closed Won,Plus,5,150,99292.35,184596.19,,86,2025-10-15,
655,Salesperson_5,North America,Managed Service Providers,Inbound,Negotiation,Plus,5,50,25364.85,212660.79,,135,2025-10-16,
656,Salesperson_6,EU,Education,Marketing,Proposal Sent,Enterprise,1,50,22975.1,134300.32,,90,2025-10-17,2024-06-06 00:00:00
657,Salesperson_7,EU,Managed Service Providers,Outbound,Proposal Sent,Enterprise,5,50,87466.35,17600.72,,149,2025-10-18,2023-12-22 00:00:00
658,Salesperson_8,EU,Healthcare,Partner,Negotiation,Plus,1,3,10740.93,120720.64,,58,2025-10-19,2023-12-07 00:00:00
659,Salesperson_9,EU,Other,Outbound,Closed Lost,Essentials,4,200,129555.47,133489.78,,68,2025-10-20,2024-06-06 00:00:00
660,Salesperson_10,EU,Other,Partner,Proposal Sent,Essentials,2,3,63136.19,113049.27,,160,2025-10-21,
661,Salesperson_1,EU,Other,Outbound,Qualified,Enterprise,4,3,129265.14,70949.77,,53,2025-10-22,
662,Salesperson_2,EU,Education,Outbound,Qualified,Plus,4,150,137985.32,209822.19,,20,2025-10-23,2024-09-16 00:00:00
663,Salesperson_3,North America,Manufacturing,Inbound,Closed Lost,Plus,1,3,23702.71,76801.0,Lack of Features,100,2025-10-24,
664,Salesperson_4,EU,Managed Service Providers,Event,Closed Lost,Essentials,3,3,58176.18,64787.1,,114,2025-10-25,
665,Salesperson_5,EU,Healthcare,Event,Qualified,Enterprise,3,3,127501.17,64552.97,,129,2025-10-26,2024-06-25 00:00:00
666,Salesperson_6,EU,Manufacturing,Inbound,Negotiation,Plus,5,150,143046.52,193072.64,,128,2025-10-27,
667,Salesperson_7,EU,Healthcare,Outbound,Closed Won,Plus,2,200,59184.05,93681.41,,93,2025-10-28,2024-04-17 00:00:00
668,Salesperson_8,EU,Healthcare,Partner,Qualified,Plus,4,200,103919.13,116676.19,,113,2025-10-29,2024-08-30 00:00:00
669,Salesperson_9,EU,Healthcare,Marketing,Closed Won,Enterprise,1,3,78361.65,188306.13,,128,2025-10-30,2024-06-27 00:00:00
670,Salesperson_10,EU,Healthcare,Partner,Proposal Sent,Premium,4,3,43109.98,33277.15,,128,2025-10-31,2024-02-18 00:00:00
671,Salesperson_1,EU,Managed Service Providers,Partner,Closed Won,Essentials,5,150,131952.79,64056.39,,125,2025-11-01,
672,Salesperson_2,North America,Other,Marketing,Negotiation,Plus,3,50,103970.56,184535.59,No Decision,49,2025-11-02,
673,Salesperson_3,North America,Healthcare,Marketing,Closed Won,Essentials,3,150,94988.99,220655.56,,46,2025-11-03,2024-09-03 00:00:00
674,Salesperson_4,EU,Managed Service Providers,Partner,Closed Lost,Enterprise,5,3,98360.68,93660.88,,108,2025-11-04,
675,Salesperson_5,EU,Manufacturing,Partner,Proposal Sent,Essentials,3,3,112451.17,91236.23,,117,2025-11-05,
676,Salesperson_6,EU,Education,Marketing,Proposal Sent,Premium,3,3,40498.43,128882.64,,16,2025-11-06,2024-07-22 00:00:00
677,Salesperson_7,EU,Managed Service Providers,Partner,Closed Won,Enterprise,3,50,124079.08,229085.7,,45,2025-11-07,2024-07-06 00:00:00
678,Salesperson_8,North America,Manufacturing,Marketing,Qualified,Premium,4,50,6151.73,165065.83,No Decision,91,2025-11-08,
679,Salesperson_9,EU,Manufacturing,Partner,Qualified,Essentials,5,150,128693.67,153278.55,,107,2025-11-09,2024-04-04 00:00:00
680,Salesperson_10,EU,Healthcare,Inbound,Closed Lost,Essentials,4,50,47145.79,114997.17,,171,2025-11-10,2024-03-10 00:00:00
681,Salesperson_1,EU,Energy & Utilities,Marketing,Proposal Sent,Premium,3,200,27939.84,107618.31,Lack of Features,48,2025-11-11,
682,Salesperson_2,EU,Education,Event,Closed Won,Plus,3,3,62895.66,144488.85,,112,2025-11-12,
683,Salesperson_3,EU,Other,Partner,Negotiation,Plus,1,200,15581.91,207562.06,,103,2025-11-13,2024-09-20 00:00:00
684,Salesperson_4,EU,Managed Service Providers,Marketing,Closed Lost,Enterprise,2,50,61292.33,35693.91,,13,2025-11-14,2024-01-12 00:00:00
685,Salesperson_5,EU,Healthcare,Marketing,Qualified,Essentials,3,3,72030.39,136715.89,,121,2025-11-15,2024-10-10 00:00:00
686,Salesperson_6,EU,Manufacturing,Event,Qualified,Premium,2,50,18557.95,195229.83,,179,2025-11-16,2024-10-05 00:00:00
687,Salesperson_7,EU,Other,Event,Proposal Sent,Enterprise,4,150,72552.25,104866.27,,54,2025-11-17,2024-05-07 00:00:00
688,Salesperson_8,EU,Healthcare,Inbound,Proposal Sent,Premium,1,150,98160.25,148265.06,,48,2025-11-18,
689,Salesperson_9,EU,Education,Event,Proposal Sent,Plus,3,200,135518.34,38844.34,,161,2025-11-19,
690,Salesperson_10,EU,Healthcare,Inbound,Proposal Sent,Premium,4,200,72403.68,68768.34,,57,2025-11-20,2024-11-12 00:00:00
691,Salesperson_1,EU,Manufacturing,Marketing,Closed Won,Enterprise,3,200,17444.27,75286.87,Chose Competitor,65,2025-11-21,
692,Salesperson_2,EU,Manufacturing,Marketing,Proposal Sent,Premium,2,3,111107.83,81891.86,,34,2025-11-22,
693,Salesperson_3,EU,Managed Service Providers,Marketing,Negotiation,Premium,3,50,138031.75,24968.96,Chose Competitor,14,2025-11-23,
694,Salesperson_4,North America,Education,Inbound,Closed Lost,Enterprise,5,200,138761.16,108150.53,,110,2025-11-24,
695,Salesperson_5,EU,Energy & Utilities,Partner,Proposal Sent,Plus,3,200,116391.41,245895.7,,130,2025-11-25,
696,Salesperson_6,EU,Education,Marketing,Negotiation,Plus,1,200,33923.29,146122.88,,48,2025-11-26,2024-05-30 00:00:00
697,Salesperson_7,EU,Energy & Utilities,Partner,Closed Lost,Enterprise,1,150,52664.49,159994.29,,79,2025-11-27,2023-12-04 00:00:00
698,Salesperson_8,North America,Education,Marketing,Negotiation,Enterprise,5,3,51006.31,194298.02,,96,2025-11-28,
699,Salesperson_9,EU,Managed Service Providers,Event,Qualified,Enterprise,5,150,149483.54,225468.75,,60,2025-11-29,2024-01-03 00:00:00
700,Salesperson_10,EU,Healthcare,Marketing,Qualified,Premium,3,50,75512.78,219719.4,,15,2025-11-30,2024-05-31 00:00:00
701,Salesperson_1,EU,Healthcare,Outbound,Closed Won,Essentials,2,50,106832.17,8800.5,,137,2025-12-01,
702,Salesperson_2,North America,Managed Service Providers,Marketing,Closed Won,Enterprise,1,50,74051.82,34593.27,,110,2025-12-02,
703,Salesperson_3,North America,Other,Marketing,Closed Lost,Enterprise,1,50,45364.38,69527.15,Chose Competitor,50,2025-12-03,2024-03-04 00:00:00
704,Salesperson_4,EU,Manufacturing,Inbound,Closed Won,Plus,1,150,10550.94,140871.8,Chose Competitor,87,2025-12-04,
705,Salesperson_5,EU,Energy & Utilities,Outbound,Qualified,Premium,1,3,27582.46,232880.67,,150,2025-12-05,2024-08-28 00:00:00
706,Salesperson_6,EU,Managed Service Providers,Outbound,Qualified,Enterprise,3,3,73145.29,186999.23,,81,2025-12-06,2023-12-31 00:00:00
707,Salesperson_7,EU,Manufacturing,Outbound,Qualified,Plus,1,50,97831.38,35967.5,,68,2025-12-07,2024-01-26 00:00:00
708,Salesperson_8,EU,Education,Outbound,Qualified,Premium,4,3,51427.06,13348.54,,58,2025-12-08,
709,Salesperson_9,EU,Manufacturing,Partner,Closed Lost,Plus,3,3,9541.87,110697.87,,134,2025-12-09,2024-07-28 00:00:00
710,Salesperson_10,EU,Education,Marketing,Negotiation,Premium,2,3,92156.22,174061.41,,165,2025-12-10,
711,Salesperson_1,EU,Education,Event,Qualified,Enterprise,2,150,60141.3,247533.7,,137,2025-12-11,
712,Salesperson_2,EU,Education,Event,Proposal Sent,Essentials,1,150,140786.65,37432.55,,120,2025-12-12,
713,Salesperson_3,North America,Manufacturing,Partner,Closed Won,Premium,3,50,57416.45,217385.6,Chose Competitor,121,2025-12-13,
714,Salesperson_4,EU,Energy & Utilities,Partner,Qualified,Enterprise,1,200,67365.91,230062.64,Chose Competitor,50,2025-12-14,2024-06-10 00:00:00
715,Salesperson_5,EU,Education,Partner,Proposal Sent,Essentials,4,200,73644.4,226543.8,,134,2025-12-15,
716,Salesperson_6,EU,Manufacturing,Inbound,Qualified,Plus,1,200,12841.24,91820.1,Chose Competitor,180,2025-12-16,2024-10-31 00:00:00
717,Salesperson_7,EU,Healthcare,Partner,Closed Won,Enterprise,1,50,130862.99,103567.79,,25,2025-12-17,2024-08-17 00:00:00
718,Salesperson_8,EU,Education,Event,Closed Lost,Premium,2,50,143133.53,141450.49,No Decision,100,2025-12-18,2024-05-24 00:00:00
719,Salesperson_9,EU,Manufacturing,Marketing,Proposal Sent,Essentials,1,150,104132.36,179435.96,No Decision,37,2025-12-19,2023-12-17 00:00:00
720,Salesperson_10,EU,Education,Marketing,Proposal Sent,Essentials,5,150,44127.98,34162.26,Chose Competitor,27,2025-12-20,
721,Salesperson_1,EU,Managed Service Providers,Partner,Proposal Sent,Plus,2,50,97174.66,224869.45,,92,2025-12-21,
722,Salesperson_2,North America,Energy & Utilities,Inbound,Closed Won,Essentials,3,3,17120.74,225096.7,,132,2025-12-22,2024-11-18 00:00:00
723,Salesperson_3,North America,Education,Outbound,Qualified,Premium,3,200,15042.56,149912.11,,165,2025-12-23,
724,Salesperson_4,EU,Energy & Utilities,Partner,Closed Lost,Enterprise,4,50,63734.93,156074.25,No Decision,84,2025-12-24,
725,Salesperson_5,North America,Manufacturing,Outbound,Qualified,Premium,4,150,48258.84,248562.86,,46,2025-12-25,2024-10-03 00:00:00
726,Salesperson_6,North America,Energy & Utilities,Partner,Closed Won,Plus,2,3,108269.97,16083.24,Chose Competitor,70,2025-12-26,
727,Salesperson_7,EU,Managed Service Providers,Outbound,Closed Lost,Essentials,5,50,131336.92,185993.36,,142,2025-12-27,
728,Salesperson_8,EU,Managed Service Providers,Partner,Proposal Sent,Premium,5,50,81092.8,91964.62,,136,2025-12-28,2024-09-13 00:00:00
729,Salesperson_9,EU,Energy & Utilities,Event,Negotiation,Premium,1,200,102098.44,114979.36,,65,2025-12-29,2024-02-12 00:00:00
730,Salesperson_10,EU,Managed Service Providers,Inbound,Closed Lost,Essentials,1,150,42619.85,105174.31,Chose Competitor,116,2025-12-30,
731,Salesperson_1,EU,Managed Service Providers,Outbound,Negotiation,Essentials,4,150,125429.62,115189.66,No Decision,135,2025-12-31,
732,Salesperson_2,EU,Education,Inbound,Proposal Sent,Premium,4,50,18403.98,209527.14,,13,2026-01-01,2024-01-07 00:00:00
733,Salesperson_3,North America,Manufacturing,Event,Negotiation,Premium,5,150,135738.05,75876.33,,88,2026-01-02,
734,Salesperson_4,EU,Energy & Utilities,Event,Closed Lost,Plus,1,150,54592.78,121890.98,,171,2026-01-03,
735,Salesperson_5,EU,Manufacturing,Inbound,Closed Won,Essentials,3,150,114210.53,37978.36,,50,2026-01-04,
736,Salesperson_6,EU,Other,Marketing,Qualified,Premium,1,200,28857.33,49945.44,Budget Constraints,96,2026-01-05,2024-02-21 00:00:00
737,Salesperson_7,EU,Other,Outbound,Negotiation,Plus,1,150,55645.06,192659.15,,171,2026-01-06,
738,Salesperson_8,EU,Manufacturing,Outbound,Closed Won,Premium,1,3,65769.66,229503.75,,89,2026-01-07,2024-09-28 00:00:00
739,Salesperson_9,EU,Other,Event,Closed Won,Enterprise,3,3,73947.42,234472.25,Budget Constraints,168,2026-01-08,2024-06-21 00:00:00
740,Salesperson_10,EU,Manufacturing,Marketing,Negotiation,Plus,4,200,104880.42,25528.43,,119,2026-01-09,
741,Salesperson_1,EU,Energy & Utilities,Marketing,Negotiation,Enterprise,5,150,28299.93,224421.8,No Decision,166,2026-01-10,
742,Salesperson_2,North America,Managed Service Providers,Inbound,Closed Won,Essentials,5,150,106020.06,150420.56,,41,2026-01-11,
743,Salesperson_3,EU,Managed Service Providers,Marketing,Proposal Sent,Essentials,4,150,56430.39,95619.11,,163,2026-01-12,
744,Salesperson_4,EU,Other,Outbound,Proposal Sent,Enterprise,3,150,105470.71,164104.17,,43,2026-01-13,
745,Salesperson_5,EU,Education,Outbound,Negotiation,Essentials,4,50,61425.01,97946.77,,145,2026-01-14,2024-04-25 00:00:00
746,Salesperson_6,North America,Energy & Utilities,Partner,Closed Lost,Essentials,5,50,6440.07,112453.83,,82,2026-01-15,
747,Salesperson_7,North America,Other,Event,Negotiation,Enterprise,2,150,118545.49,129623.46,,97,2026-01-16,
748,Salesperson_8,EU,Energy & Utilities,Inbound,Proposal Sent,Premium,4,50,91583.65,149079.82,,105,2026-01-17,2024-03-11 00:00:00
749,Salesperson_9,EU,Other,Marketing,Proposal Sent,Plus,4,150,16282.26,236468.18,,42,2026-01-18,2024-06-21 00:00:00
750,Salesperson_10,EU,Other,Inbound,Proposal Sent,Premium,2,200,101854.56,28740.16,,104,2026-01-19,2024-11-08 00:00:00
751,Salesperson_1,EU,Energy & Utilities,Marketing,Qualified,Enterprise,2,200,94394.29,77850.39,,154,2026-01-20,
752,Salesperson_2,North America,Managed Service Providers,Partner,Closed Lost,Essentials,1,3,51941.22,88573.72,No Decision,131,2026-01-21,2024-10-05 00:00:00
753,Salesperson_3,EU,Managed Service Providers,Marketing,Closed Lost,Premium,1,200,148023.35,143212.18,,26,2026-01-22,
754,Salesperson_4,EU,Education,Outbound,Proposal Sent,Enterprise,1,150,141150.51,224838.9,Lack of Features,14,2026-01-23,
755,Salesperson_5,North America,Education,Partner,Negotiation,Essentials,1,200,112711.27,147057.91,,124,2026-01-24,
756,Salesperson_6,EU,Energy & Utilities,Event,Qualified,Essentials,5,50,111824.3,211796.03,,104,2026-01-25,
757,Salesperson_7,EU,Healthcare,Inbound,Closed Lost,Premium,5,150,50894.72,109538.93,Chose Competitor,116,2026-01-26,2024-10-04 00:00:00
758,Salesperson_8,EU,Education,Outbound,Closed Lost,Plus,2,200,26823.41,84086.02,Budget Constraints,73,2026-01-27,
759,Salesperson_9,EU,Education,Marketing,Negotiation,Enterprise,4,150,71505.56,83051.68,Chose Competitor,63,2026-01-28,
760,Salesperson_10,EU,Managed Service Providers,Event,Qualified,Essentials,4,3,26385.55,48711.87,No Decision,93,2026-01-29,2024-09-19 00:00:00
761,Salesperson_1,EU,Healthcare,Event,Negotiation,Premium,3,50,130323.7,40083.16,,69,2026-01-30,2024-08-05 00:00:00
762,Salesperson_2,EU,Manufacturing,Marketing,Proposal Sent,Essentials,4,200,21473.0,204426.86,Chose Competitor,90,2026-01-31,
763,Salesperson_3,EU,Manufacturing,Marketing,Proposal Sent,Essentials,4,50,145646.54,184983.31,,172,2026-02-01,2024-10-27 00:00:00
764,Salesperson_4,EU,Healthcare,Partner,Qualified,Essentials,1,50,63926.06,247355.32,,131,2026-02-02,2024-02-14 00:00:00
765,Salesperson_5,EU,Managed Service Providers,Inbound,Proposal Sent,Plus,2,200,80500.3,56616.77,,81,2026-02-03,
766,Salesperson_6,North America,Education,Outbound,Negotiation,Enterprise,3,150,5533.15,132188.07,,152,2026-02-04,
767,Salesperson_7,EU,Education,Partner,Negotiation,Plus,3,50,70331.05,145908.77,Chose Competitor,97,2026-02-05,2024-02-14 00:00:00
768,Salesperson_8,EU,Other,Inbound,Proposal Sent,Essentials,1,50,125714.07,155791.99,,157,2026-02-06,
769,Salesperson_9,EU,Healthcare,Marketing,Qualified,Premium,1,50,23228.99,29369.3,,94,2026-02-07,
770,Salesperson_10,North America,Energy & Utilities,Marketing,Closed Won,Enterprise,1,200,70152.65,74773.78,,59,2026-02-08,
771,Salesperson_1,EU,Healthcare,Inbound,Proposal Sent,Essentials,4,150,145571.34,34045.01,,42,2026-02-09,
772,Salesperson_2,EU,Other,Inbound,Proposal Sent,Plus,5,3,19129.68,72092.88,Budget Constraints,92,2026-02-10,
773,Salesperson_3,EU,Managed Service Providers,Marketing,Proposal Sent,Enterprise,3,150,36700.3,112534.6,,171,2026-02-11,2024-04-29 00:00:00
774,Salesperson_4,EU,Manufacturing,Marketing,Negotiation,Essentials,5,200,146959.64,221910.54,Chose Competitor,156,2026-02-12,
775,Salesperson_5,EU,Managed Service Providers,Outbound,Proposal Sent,Enterprise,3,50,65925.54,75677.31,,68,2026-02-13,2024-04-20 00:00:00
776,Salesperson_6,EU,Energy & Utilities,Partner,Closed Won,Plus,2,3,84182.5,229834.8,,161,2026-02-14,2024-06-04 00:00:00
777,Salesperson_7,North America,Managed Service Providers,Marketing,Closed Lost,Enterprise,3,150,29084.65,247257.37,,166,2026-02-15,2024-10-26 00:00:00
778,Salesperson_8,North America,Other,Event,Closed Lost,Enterprise,5,200,59745.7,189599.86,Lack of Features,70,2026-02-16,2024-10-04 00:00:00
779,Salesperson_9,EU,Manufacturing,Outbound,Closed Won,Premium,1,50,55472.41,231506.38,Budget Constraints,73,2026-02-17,
780,Salesperson_10,EU,Healthcare,Marketing,Proposal Sent,Plus,1,50,143094.65,168276.23,,135,2026-02-18,
781,Salesperson_1,North America,Manufacturing,Partner,Closed Won,Enterprise,4,200,145902.95,39545.77,,154,2026-02-19,2024-03-22 00:00:00
782,Salesperson_2,EU,Manufacturing,Event,Closed Lost,Premium,4,200,88641.28,55676.56,Chose Competitor,130,2026-02-20,2024-05-21 00:00:00
783,Salesperson_3,EU,Education,Inbound,Negotiation,Essentials,5,3,7083.8,210503.55,,14,2026-02-21,2024-09-28 00:00:00
784,Salesperson_4,EU,Managed Service Providers,Inbound,Closed Lost,Enterprise,5,3,122998.01,189941.86,No Decision,90,2026-02-22,2024-01-24 00:00:00
785,Salesperson_5,EU,Manufacturing,Outbound,Qualified,Enterprise,4,150,7347.73,11700.78,,140,2026-02-23,
786,Salesperson_6,North America,Managed Service Providers,Partner,Proposal Sent,Enterprise,3,150,135014.96,226122.62,,34,2026-02-24,
787,Salesperson_7,North America,Energy & Utilities,Inbound,Closed Won,Premium,3,150,77802.35,240164.89,Budget Constraints,108,2026-02-25,2024-06-03 00:00:00
788,Salesperson_8,EU,Healthcare,Marketing,Closed Won,Plus,2,150,130824.93,137258.29,Chose Competitor,47,2026-02-26,2023-12-25 00:00:00
789,Salesperson_9,EU,Healthcare,Partner,Proposal Sent,Essentials,3,3,106400.99,200753.04,Budget Constraints,169,2026-02-27,
790,Salesperson_10,EU,Other,Outbound,Closed Won,Essentials,3,50,99092.19,6632.95,No Decision,92,2026-02-28,
791,Salesperson_1,North America,Manufacturing,Inbound,Qualified,Plus,3,150,71119.64,208963.6,,30,2026-03-01,2024-11-13 00:00:00
792,Salesperson_2,EU,Education,Marketing,Qualified,Premium,4,3,64506.09,11315.44,,145,2026-03-02,2024-09-18 00:00:00
793,Salesperson_3,North America,Healthcare,Event,Qualified,Premium,4,3,56070.63,54769.53,,135,2026-03-03,2023-12-08 00:00:00
794,Salesperson_4,North America,Managed Service Providers,Event,Negotiation,Plus,5,200,83657.72,235742.46,,128,2026-03-04,
795,Salesperson_5,EU,Managed Service Providers,Outbound,Qualified,Enterprise,3,50,80859.62,144935.46,,164,2026-03-05,
796,Salesperson_6,EU,Healthcare,Outbound,Qualified,Essentials,4,200,115936.77,184361.91,,78,2026-03-06,2024-02-28 00:00:00
797,Salesperson_7,EU,Education,Inbound,Proposal Sent,Essentials,3,3,21440.1,132619.0,No Decision,27,2026-03-07,
798,Salesperson_8,North America,Managed Service Providers,Partner,Closed Won,Enterprise,3,3,30493.0,208604.26,,125,2026-03-08,
799,Salesperson_9,EU,Healthcare,Marketing,Closed Won,Premium,2,3,67115.62,77260.69,,109,2026-03-09,
800,Salesperson_10,North America,Healthcare,Marketing,Proposal Sent,Enterprise,1,200,30649.8,31855.64,,59,2026-03-10,
801,Salesperson_1,EU,Manufacturing,Event,Qualified,Essentials,5,50,91259.31,178048.94,,80,2026-03-11,2024-07-23 00:00:00
802,Salesperson_2,EU,Managed Service Providers,Event,Negotiation,Plus,3,200,83700.62,211962.31,,46,2026-03-12,2024-08-05 00:00:00
803,Salesperson_3,EU,Healthcare,Outbound,Proposal Sent,Essentials,3,50,60326.68,113879.24,,103,2026-03-13,
804,Salesperson_4,North America,Healthcare,Partner,Proposal Sent,Essentials,3,150,127538.28,110905.16,,25,2026-03-14,2024-02-25 00:00:00
805,Salesperson_5,EU,Manufacturing,Inbound,Closed Won,Essentials,5,150,104839.85,69448.85,,131,2026-03-15,2024-09-13 00:00:00
806,Salesperson_6,EU,Other,Event,Closed Lost,Premium,2,200,68436.58,216803.17,,73,2026-03-16,2024-01-24 00:00:00
807,Salesperson_7,EU,Other,Event,Negotiation,Enterprise,4,3,46071.01,248303.93,Chose Competitor,67,2026-03-17,2024-01-30 00:00:00
808,Salesperson_8,EU,Other,Inbound,Closed Won,Plus,1,50,94954.59,184250.27,,172,2026-03-18,2024-07-17 00:00:00
809,Salesperson_9,EU,Education,Marketing,Proposal Sent,Enterprise,2,50,139144.66,33533.35,,10,2026-03-19,
810,Salesperson_10,EU,Energy & Utilities,Event,Closed Lost,Enterprise,1,50,129264.6,91661.68,Budget Constraints,93,2026-03-20,
811,Salesperson_1,EU,Education,Event,Closed Lost,Premium,2,50,149327.67,24371.43,,101,2026-03-21,
812,Salesperson_2,EU,Other,Inbound,Qualified,Essentials,2,150,121861.27,199363.46,,168,2026-03-22,2024-01-17 00:00:00
813,Salesperson_3,EU,Other,Outbound,Closed Won,Premium,2,50,20052.75,183203.59,,133,2026-03-23,2024-09-24 00:00:00
814,Salesperson_4,EU,Managed Service Providers,Marketing,Qualified,Premium,5,150,99195.57,85143.35,Chose Competitor,153,2026-03-24,2024-08-16 00:00:00
815,Salesperson_5,EU,Managed Service Providers,Outbound,Negotiation,Plus,2,3,94357.75,129229.74,Lack of Features,47,2026-03-25,
816,Salesperson_6,EU,Healthcare,Marketing,Qualified,Enterprise,4,3,64635.55,72646.47,,79,2026-03-26,
817,Salesperson_7,EU,Energy & Utilities,Event,Closed Lost,Premium,5,200,76978.71,159502.87,,91,2026-03-27,
818,Salesperson_8,EU,Manufacturing,Partner,Closed Lost,Essentials,4,3,114000.38,130646.81,,134,2026-03-28,
819,Salesperson_9,EU,Energy & Utilities,Outbound,Closed Lost,Essentials,1,150,139448.19,195376.16,,90,2026-03-29,
820,Salesperson_10,EU,Managed Service Providers,Outbound,Qualified,Plus,2,200,19456.8,178168.4,,164,2026-03-30,
821,Salesperson_1,North America,Energy & Utilities,Outbound,Closed Won,Enterprise,4,3,69394.99,82128.43,,147,2026-03-31,2024-11-01 00:00:00
822,Salesperson_2,EU,Other,Partner,Proposal Sent,Premium,5,150,89278.87,231558.85,,61,2026-04-01,2024-07-17 00:00:00
